"glytoucan_ac","glycan_type","glycan_type_source","glycan_type_source_id","glycan_subtype","glycan_subtype_source","glycan_subtype_source_id"
"G46946SC","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G75299IA","O-linked","Subsumption","G12785ZM","Core 2","Subsumption","G14920PG"
"G75299IA","O-linked","Subsumption","G12785ZM","Core 1","Subsumption","G12785ZM"
"G27204KU","Glycosphingolipid","GlycoMotif","GGM.001106","Neo-lacto series","GlycoMotif","GGM.001107"
"G27204KU","Glycosphingolipid","GlycoMotif","GGM.001106","Lacto series","GlycoMotif","GGM.001106"
"G71768PM","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G71768PM","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G71768PM","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G64227KZ","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G67118IN","N-linked","GlycoMotif","GGM.001001","","",""
"G23236BR","O-linked","GlycoMotif","GGM.001012","Core 4","GlycoMotif","GGM.001012"
"G37659EV","N-linked","Subsumption","G07292LK","Core-fucosylated","Subsumption","G07292LK"
"G37659EV","N-linked","Subsumption","G07292LK","Complex","Subsumption","G07292LK"
"G24701BA","Glycosphingolipid","Subsumption","G15066MY","Neo-lacto series","Subsumption","G02938HM"
"G24701BA","Glycosphingolipid","Subsumption","G15066MY","Lacto series","Subsumption","G19557PF"
"G24701BA","Glycosphingolipid","Subsumption","G15066MY","Ganglio series","Subsumption","G15066MY"
"G09857WN","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G09857WN","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G25564SJ","O-linked","Subsumption","G37241GG","Core 2","Subsumption","G37241GG"
"G76702YY","N-linked","GlycoMotif","GGM.001001","","",""
"G18510WC","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G18510WC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G53700GA","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G08230UB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G75151NJ","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G10189EJ","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G10189EJ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G57513LU","N-linked","Subsumption","G24413UY","Complex","Subsumption","G24413UY"
"G81819BH","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G56950RR","N-linked","Subsumption","G62870HD","Core-fucosylated","Subsumption","G62870HD"
"G56950RR","N-linked","Subsumption","G62870HD","Complex","Subsumption","G62870HD"
"G93909NH","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G30996QM","N-linked","GlycoMotif","GGM.001001","","",""
"G06149AZ","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G79126UL","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G85661BQ","O-linked","GlycoMotif","GGM.001021","O-fucose","GlycoMotif","GGM.001021"
"G63386TM","Glycosphingolipid","Subsumption","G55493MW","Neo-lacto series","Subsumption","G10503MP"
"G63386TM","Glycosphingolipid","Subsumption","G55493MW","Lacto series","Subsumption","G55493MW"
"G00032MO","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G50353PP","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G50353PP","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G78999VN","O-linked","GlycoMotif","GGM.001005","Core 1","GlycoMotif","GGM.001005"
"G49743FO","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G10136GN","Glycosphingolipid","Subsumption","G04433GV","Ganglio series","Subsumption","G04433GV"
"G18869TR","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G91758VC","N-linked","Subsumption","G11556LZ","Bisected","Subsumption","G11556LZ"
"G91758VC","N-linked","Subsumption","G11556LZ","Core-fucosylated","Subsumption","G11556LZ"
"G91758VC","N-linked","Subsumption","G11556LZ","Complex","Subsumption","G11556LZ"
"G77503IE","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G71936NK","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G24859TW","N-linked","Subsumption","G02182MJ","Truncated","Subsumption","G02182MJ"
"G16904OH","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G09727XA","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G40361DC","N-linked","Subsumption","G23258AA","Bisected","Subsumption","G23258AA"
"G40361DC","N-linked","Subsumption","G23258AA","Core-fucosylated","Subsumption","G02972KK"
"G40361DC","N-linked","Subsumption","G23258AA","Complex","Subsumption","G02972KK"
"G40361DC","N-linked","Subsumption","G23258AA","Hybrid","Subsumption","G23258AA"
"G68013XJ","N-linked","Subsumption","G03962UN","Bisected","Subsumption","G03962UN"
"G68013XJ","N-linked","Subsumption","G03962UN","Core-fucosylated","Subsumption","G01300OI"
"G68013XJ","N-linked","Subsumption","G03962UN","Complex","Subsumption","G01300OI"
"G39753BR","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G50757KG","N-linked","Subsumption","G00926LC","Bisected","Subsumption","G00926LC"
"G50757KG","N-linked","Subsumption","G00926LC","Core-fucosylated","Subsumption","G00176HZ"
"G50757KG","N-linked","Subsumption","G00926LC","Complex","Subsumption","G00176HZ"
"G50757KG","O-linked","Subsumption","G07145VL","Core 6","Subsumption","G42889MJ"
"G50757KG","O-linked","Subsumption","G07145VL","Core 3","Subsumption","G07145VL"
"G75774IN","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G11974GJ","N-linked","GlycoMotif","GGM.001001","","",""
"G12047XR","O-linked","Subsumption","G43572AH","Core 4","Subsumption","G05189AI"
"G12047XR","O-linked","Subsumption","G43572AH","Core 2","Subsumption","G43572AH"
"G01300OI","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G01300OI","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G46777UE","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G41372SJ","O-linked","GlycoMotif","GGM.001015","Core 6","GlycoMotif","GGM.001015"
"G84423SZ","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G84423SZ","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G84423SZ","N-linked","GlycoMotif","GGM.001023","Hybrid","GlycoMotif","GGM.001003"
"G92463PQ","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G99375FM","Glycosphingolipid","Subsumption","G03723FD","Gala series","Subsumption","G03723FD"
"G83580CS","O-linked","GlycoMotif","GGM.001006","Core 1","GlycoMotif","GGM.001006"
"G35028BC","Glycosphingolipid","Subsumption","G28114SX","Neo-lacto series","Subsumption","G35580KB"
"G35028BC","Glycosphingolipid","Subsumption","G28114SX","Lacto series","Subsumption","G28114SX"
"G30347FC","N-linked","GlycoMotif","GGM.001001","","",""
"G02191FD","O-linked","Subsumption","G85472FV","O-mannose","Subsumption","G85472FV"
"G61889LW","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G01535VC","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G01535VC","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G01535VC","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G72745SQ","O-linked","GlycoMotif","GGM.001010","Core 3","GlycoMotif","GGM.001010"
"G03172PR","O-linked","GlycoMotif","GGM.001009","Core 3","GlycoMotif","GGM.001009"
"G62904LU","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G93146WS","Glycosphingolipid","GlycoMotif","GGM.001108","Ganglio series","GlycoMotif","GGM.001108"
"G72093CP","N-linked","Subsumption","G00606LX","Core-fucosylated","Subsumption","G00606LX"
"G72093CP","N-linked","Subsumption","G00606LX","Complex","Subsumption","G00606LX"
"G44946WH","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G44946WH","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G50392ZV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G51359TW","N-linked","Subsumption","G54850EO","Truncated","Subsumption","G54850EO"
"G71118CE","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G61710AG","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G98235NV","N-linked","Subsumption","G74966SW","Bisected","Subsumption","G74966SW"
"G98235NV","N-linked","Subsumption","G74966SW","Core-fucosylated","Subsumption","G00923KH"
"G98235NV","N-linked","Subsumption","G74966SW","Truncated","Subsumption","G10807KK"
"G98235NV","N-linked","Subsumption","G74966SW","Complex","Subsumption","G00923KH"
"G98235NV","N-linked","Subsumption","G74966SW","Hybrid","Subsumption","G74966SW"
"G46141DD","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G41857UE","N-linked","Subsumption","G04719BG","Bisected","Subsumption","G04719BG"
"G41857UE","N-linked","Subsumption","G04719BG","Core-fucosylated","Subsumption","G04719BG"
"G41857UE","N-linked","Subsumption","G04719BG","Complex","Subsumption","G04719BG"
"G74058SF","O-linked","Subsumption","G00997UP","Core 2","Subsumption","G00997UP"
"G85738YX","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G39850XF","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G13245FF","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G13245FF","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G28839WC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G61794OV","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G61794OV","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G61794OV","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G67850YF","N-linked","Subsumption","G27104KT","Bisected","Subsumption","G27104KT"
"G67850YF","N-linked","Subsumption","G27104KT","Core-fucosylated","Subsumption","G03754YM"
"G67850YF","N-linked","Subsumption","G27104KT","Complex","Subsumption","G03754YM"
"G01659IT","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G50813ST","Glycosphingolipid","GlycoMotif","GGM.001103","Arthro series","GlycoMotif","GGM.001103"
"G64739XF","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G64739XF","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G90039BP","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G90039BP","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G35975NI","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G35975NI","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G86822MM","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G86822MM","N-linked","GlycoMotif","GGM.001024","Hybrid","GlycoMotif","GGM.001003"
"G17153CQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G36218DJ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G65285QO","O-linked","GlycoMotif","GGM.001006","Core 1","GlycoMotif","GGM.001006"
"G54616ZM","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G54616ZM","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G67138LW","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G90436CB","O-linked","GlycoMotif","GGM.001010","Core 3","GlycoMotif","GGM.001010"
"G05552HC","N-linked","GlycoMotif","GGM.001001","","",""
"G93165BB","N-linked","Subsumption","G31736JO","Bisected","Subsumption","G31736JO"
"G93165BB","N-linked","Subsumption","G31736JO","Complex","Subsumption","G31736JO"
"G85564NH","O-linked","Subsumption","G11647UD","Core 7","Subsumption","G70323JV"
"G85564NH","O-linked","Subsumption","G11647UD","Core 6","Subsumption","G10174LI"
"G85564NH","O-linked","Subsumption","G11647UD","Core 5","Subsumption","G22316RA"
"G85564NH","O-linked","Subsumption","G11647UD","Core 3","Subsumption","G11647UD"
"G97459BD","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G97459BD","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G95695ZV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G37381UQ","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G60987NO","N-linked","Subsumption","G42081JA","Bisected","Subsumption","G42081JA"
"G60987NO","N-linked","Subsumption","G42081JA","Core-fucosylated","Subsumption","G21257CI"
"G60987NO","N-linked","Subsumption","G42081JA","Complex","Subsumption","G06341KP"
"G60987NO","N-linked","Subsumption","G42081JA","Hybrid","Subsumption","G42081JA"
"G41847IM","N-linked","GlycoMotif","GGM.001001","","",""
"G24329OK","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G20727IV","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G20727IV","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G72512NM","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G64951NH","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G14815WH","O-linked","GlycoMotif","GGM.001012","Core 4","GlycoMotif","GGM.001012"
"G38115VS","N-linked","Subsumption","G09538YE","Bisected","Subsumption","G09538YE"
"G38115VS","N-linked","Subsumption","G09538YE","Core-fucosylated","Subsumption","G03576JS"
"G38115VS","N-linked","Subsumption","G09538YE","Complex","Subsumption","G03576JS"
"G38115VS","N-linked","Subsumption","G09538YE","Hybrid","Subsumption","G13708VM"
"G44254HO","O-linked","GlycoMotif","GGM.001006","Core 1","GlycoMotif","GGM.001006"
"G30625WO","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G30625WO","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G52069SB","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G52069SB","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G33294DV","O-linked","GlycoMotif","GGM.001010","Core 3","GlycoMotif","GGM.001010"
"G72289FX","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G39407WQ","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G80082XW","Glycosphingolipid","GlycoMotif","GGM.001105","Gala series","GlycoMotif","GGM.001105"
"G46810SC","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G46810SC","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G93954NW","N-linked","GlycoMotif","GGM.001001","","",""
"G15792GH","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G15792GH","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G85755BV","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G85755BV","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G63324SB","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G23461QN","O-linked","Subsumption","G18643HE","Core 4","Subsumption","G66991YE"
"G23461QN","O-linked","Subsumption","G18643HE","Core 2","Subsumption","G18643HE"
"G09629HE","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G09629HE","N-linked","GlycoMotif","GGM.001024","Complex","Subsumption","G01912QV"
"G59044EP","N-linked","GlycoMotif","GGM.001022","Truncated","GlycoMotif","GGM.001022"
"G78884WZ","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G59756AU","N-linked","Subsumption","G06777LB","Hybrid","Subsumption","G06777LB"
"G58314JG","O-linked","GlycoMotif","GGM.001011","Core 4","GlycoMotif","GGM.001011"
"G52790YS","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G52790YS","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G86188WH","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
"G86188WH","N-linked","GlycoMotif","GGM.001023","Core-fucosylated","GlycoMotif","GGM.001024"
"G86188WH","N-linked","GlycoMotif","GGM.001023","Complex","GlycoMotif","GGM.001004"
"G11773NW","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G11773NW","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G63588FX","O-linked","Subsumption","G40909HG","Core 6","Subsumption","G41205RC"
"G63588FX","O-linked","Subsumption","G40909HG","Core 3","Subsumption","G40909HG"
"G12139OQ","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G00328HB","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G49961MS","N-linked","GlycoMotif","GGM.001002","High mannose","GlycoMotif","GGM.001002"
"G00094SE","O-linked","GlycoMotif","GGM.001007","Core 2","GlycoMotif","GGM.001007"
"G58022PN","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G58022PN","N-linked","GlycoMotif","GGM.001024","Hybrid","GlycoMotif","GGM.001003"
"G61143ZV","N-linked","Subsumption","G06432WK","Bisected","Subsumption","G06432WK"
"G61143ZV","N-linked","Subsumption","G06432WK","Core-fucosylated","Subsumption","G06432WK"
"G61143ZV","N-linked","Subsumption","G06432WK","Complex","Subsumption","G06432WK"
"G03564IA","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G98164UY","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G98164UY","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G51163UA","N-linked","Subsumption","G04308ZN","Bisected","Subsumption","G04308ZN"
"G51163UA","N-linked","Subsumption","G04308ZN","Complex","Subsumption","G04308ZN"
"G75859QM","N-linked","GlycoMotif","GGM.001004","Core-fucosylated","GlycoMotif","GGM.001024"
"G75859QM","N-linked","GlycoMotif","GGM.001004","Complex","GlycoMotif","GGM.001004"
"G99447SO","O-linked","Subsumption","G49390AT","Core 4","Subsumption","G49390AT"
"G98058RD","N-linked","Subsumption","G00951UF","Bisected","Subsumption","G00951UF"
"G98058RD","N-linked","Subsumption","G00951UF","Complex","Subsumption","G00951UF"
"G17276XO","N-linked","Subsumption","G00030HB","Core-fucosylated","Subsumption","G00030HB"
"G17276XO","N-linked","Subsumption","G00030HB","Complex","Subsumption","G00030HB"
"G13821ZP","Glycosphingolipid","GlycoMotif","GGM.001107","Neo-lacto series","GlycoMotif","GGM.001107"
"G93450CE","O-linked","GlycoMotif","GGM.001008","Core 2","GlycoMotif","GGM.001008"
"G40096SL","N-linked","GlycoMotif","GGM.001024","Core-fucosylated","GlycoMotif","GGM.001024"
"G40096SL","N-linked","GlycoMotif","GGM.001024","Hybrid","GlycoMotif","GGM.001003"
"G72376VF","N-linked","Subsumption","G07209EH","Bisected","Subsumption","G07209EH"
"G72376VF","N-linked","Subsumption","G07209EH","Core-fucosylated","Subsumption","G07209EH"
"G72376VF","N-linked","Subsumption","G07209EH","Complex","Subsumption","G07209EH"
"G64555FT","N-linked","GlycoMotif","GGM.001023","Bisected","GlycoMotif","GGM.001023"
